Data_DateSpan,Participant_Count,grp_Total_Logs,grp_Avg_Daily_Calories,grp_Avg_Daily_Steps,grp_Empty_Logs,grp_Percentage_EmptyLogs,grp_Manual_Logs,grp_Percentage_ManualEntry,grp_Avg_Daily_Distance_km,grp_Avg_HA_Distance_km,grp_Avg_MOD_Distance_km,grp_Avg_LA_Distance_km,grp_Avg_SED_Distance_km,grp_Avg_Total_Min_Tracked,grp_Avg_HA_Min,grp_Avg_MOD_Min,grp_Avg_LA_Min,grp_Avg_SED_Min
2016-04-12 to 2016-05-12,33,940,2303.6095744680815,7637.9106382978625,77,8.1914893617021267,32,3.4042553191489362,5.489702121915415,1.5026808509999452,0.56754255137069409,3.3408191485885261,0.0016063829566887085,1218.7531914893634,21.164893617021264,13.564893617021282,192.81276595744649,991.21063829787283
