Id,Avg_Daily_Calories,Avg_Daily_Steps,Avg_Daily_Distance_km,Avg_HA_Distance_km,Avg_HA_Dist_percent_Total_Dist,Avg_MOD_Distance_km,Avg_MOD_Dist_percent_Total_Dist,Avg_LA_Distance_km,Avg_LA_Dist_percent_Total_Dist,Avg_SED_Distance_km,Avg_SED_Dist_percent_Total_Dist,Avg_Total_Min_Tracked,Avg_HA_Min,avg_HA_Min_Percent_Total_Min,Avg_MOD_Min,avg_MOD_Min_Percent_Total_Min,Avg_LA_Min,avg_LA_Min_Percent_Total_Min,Avg_SED_Min,avg_SED_Min_Percent_Total_Min
1624580081,1483.3548387096776,5743.9032258064517,3.9148387293661782,0.93935484270895542,23.994726415231902,0.36064516200173274,9.2122610133705827,2.6067741801661826,66.587013166394868,0.0061290321210699748,0.15655899373566992,1425.7096774193549,8.6774193548387117,0.608638595379777,5.8064516129032251,0.40726746159241572,153.48387096774195,10.765436568092857,1257.7419354838707,88.218657374934935
1644430081,2811.3,7282.9666666666672,5.2953333536783864,0.73000000094374029,13.785723243214671,0.95100000190238143,17.959209333663051,3.6090000212192543,68.1543498807733,0.0039999999105930339,0.075538207765795257,1371.2666666666664,9.5666666666666664,0.69765180611599986,21.36666666666666,1.5581700617434,178.46666666666661,13.014730905731925,1161.8666666666666,84.729447226408681
2022484408,2509.9677419354839,11370.645161290324,8.0841934911666353,2.4216128837677728,29.954909990882818,0.72000000313405,8.9062688061681516,4.9425806383932791,61.138821625111952,0.0,0.0,1425.6774193548388,36.290322580645167,2.5454792288894925,19.354838709677416,1.3575889220743957,257.45161290322579,18.058195311792922,1112.5806451612905,78.0387365372432
2347167796,2043.4444444444443,9519.6666666666661,6.355555535915002,1.0594444330781696,16.669580292254381,1.0749999913904402,16.914335581140882,4.2216667084851212,66.424826038080283,0.0,0.0,973.72222222222217,13.5,1.386432361499401,20.555555555555561,2.1110286985793354,252.5,25.931420094711015,687.16666666666674,70.57111884521025
3977333714,1513.666666666667,10984.566666666666,7.5169999440511077,1.6149999824663,21.484634754379609,2.7509999791781117,36.597046689553729,3.1343333443005879,41.696599276697796,0.0,0.0,962.46666666666681,18.900000000000002,1.9637043707141373,61.266666666666659,6.3655884186465315,174.76666666666668,18.158204613146776,707.5333333333333,73.512502597492528
4319703577,2037.6774193548383,7268.8387096774195,4.8922580470361039,0.27806451628285078,5.6837663428508582,0.50225806476608392,10.266385377410108,3.7687096383662948,77.03415482446816,0.0,0.0,980.48387096774184,3.5806451612903225,0.36519164336239518,12.322580645161292,1.2567856555354502,228.77419354838707,23.332784997532489,735.8064516129034,75.045237703569683
4388161847,3093.8709677419356,10813.935483870966,8.39322589289757,1.7193548346479093,20.485029910881394,0.901935477891276,10.745993130656743,5.3961290467169976,64.291478813685387,0.0,0.0,1109.5483870967739,23.161290322580648,2.0874520293057341,20.35483870967742,1.8345156413536463,229.35483870967744,20.671008256774051,836.67741935483866,75.407024072566585
4702921684,2965.5483870967741,8572.0645161290322,6.9551612830931147,0.41741935476180081,6.0015769264255674,1.304838709292873,18.76072539776651,5.2254839212663722,75.131024408717721,0.0,0.0,1035.0645161290322,5.129032258064516,0.4955277838376913,26.032258064516132,2.515037242496962,237.48387096774192,22.943871349767818,766.41935483870975,74.045563623897536
5577150313,3359.6333333333328,8304.4333333333288,6.2133333047231032,3.1136666556199382,50.112660997166614,0.65800000478824,10.5901288811926,2.4279999891916919,39.077253224867768,0.0,0.0,1019.5333333333333,87.333333333333329,8.5660105930818027,29.833333333333336,2.92617537435428,147.93333333333334,14.50990649316681,754.43333333333339,73.997907539397119
6775888955,2131.7692307692309,2519.6923076923072,1.813461516124125,0.70923076670330276,39.109226217225029,0.384230769597567,21.187699114717127,0.711538465765233,39.236480037690022,0.0,0.0,1365.3846153846159,11.0,0.805633802816901,14.807692307692308,1.0845070422535208,40.153846153846153,2.940845070422534,1299.4230769230771,95.169014084507026
6962181067,1982.0322580645163,9794.8064516129034,6.585806477454403,1.6164516191328722,24.544474919914069,0.95999999344348852,14.576802351085105,4.001612924760388,60.761167800167769,0.0067741935772280618,0.10286050160171842,949.45161290322574,22.806451612903221,2.4020657085584203,18.516129032258068,1.950191961403867,245.8064516129032,25.889307919681986,662.32258064516111,69.7584344103557
7007744171,2544.0000000000005,11323.423076923076,8.0153845915427571,2.4149999870703764,30.12955846957745,0.73846152997933867,9.21305174499685,4.86153844686655,60.652591168190327,0.0007692307520371232,0.00959692879676365,1383.3846153846152,31.038461538461533,2.2436610320284696,16.26923076923077,1.1760453736654806,280.73076923076923,20.29303825622776,1055.3461538461538,76.2872553380783
7086361926,2566.354838709678,9371.7741935483828,6.3880645078156268,2.7812903254262853,43.538857850033459,0.77322580473076941,12.104226621142416,2.81870966218412,44.124627400607871,0.0,0.0,1062.2258064516129,42.580645161290313,4.0086246165993487,25.354838709677416,2.3869537489750674,143.83870967741939,13.541255428345838,850.45161290322574,80.063166206079742
8253242879,1788.0,6482.1578947368416,4.6673684684853809,2.2142104898628436,47.440233288060554,0.69578947675855485,14.907532616218475,1.7547368454305745,37.595849937256155,0.00052631577770960946,0.011276499407821673,1439.1052631578948,20.526315789473685,1.4263248363383683,14.315789473684211,0.99477014226675931,116.89473684210526,8.122737080788502,1287.3684210526317,89.456167940606377
8583815059,2732.0322580645166,7198.5161290322576,5.6154838223611181,0.79806452580998055,14.211856913059751,1.0206451528976039,18.175551478455827,2.6174193466863329,46.610753934748189,0.0,0.0,1437.3870967741937,9.6774193548387082,0.67326466033797872,22.193548387096779,1.5440202877084319,138.29032258064512,9.6209519962297154,1267.2258064516127,88.161763055723853
8792009665,1962.3103448275863,1853.7241379310346,1.1865517168209476,0.024827586551164741,2.0924150375580521,0.058275862629043676,4.9113630533676593,1.1034482707237376,92.9962221689027,0.0,0.0,1157.2758620689656,0.96551724137931039,0.083430171925747143,4.0344827586206895,0.3486189326897291,91.793103448275843,7.9318256309406729,1060.4827586206895,91.636125264443834
1844505072,1573.4838709677417,2580.0645161290327,1.7061290368437776,0.0083870967068979691,0.49158630594632668,0.049032256487877159,2.8738891038736138,1.647419338505115,96.558894604638382,0.0,0.0,1323.4838709677422,0.12903225806451613,0.0097494394072340819,1.2903225806451617,0.097494394072340854,115.45161290322579,8.7233109096226951,1206.6129032258063,91.1694452568977
1927972279,2172.8064516129034,916.1290322580644,0.63451612308140759,0.095806450853424832,15.09913576161925,0.031290322962787824,4.9313676712945114,0.50709676862724429,79.918657726871416,0.0,0.0,1358.0967741935483,1.32258064516129,0.097384860217096969,0.774193548387097,0.057005771834398249,38.580645161290334,2.840787629747513,1317.4193548387098,97.004821738201
2026352035,1540.6451612903224,5566.8709677419347,3.454838715253338,0.00612903218115529,0.17740429253890244,0.01129032238837213,0.3267973795281563,3.4361290402950773,99.458450118795525,0.0,0.0,946.41935483870964,0.096774193548387108,0.010225297385732303,0.25806451612903225,0.027267459695286135,256.64516129032256,27.117488666962064,689.41935483870964,72.845018575956928
2320127002,1724.1612903225805,4716.8709677419338,3.1877419044894566,0.10677419302444308,3.3495244039069672,0.097741934560960322,3.0661809358940086,2.9803225667245936,93.493220468296258,0.0,0.0,1422.2258064516129,1.3548387096774193,0.095261856698949848,2.5806451612903225,0.18145115561704733,198.1935483870968,13.935448751389238,1220.0967741935488,85.787838236294789
2873212765,1916.9677419354837,7555.7741935483873,5.1016128601566448,0.67612903096502841,13.253240680914152,0.27612903233497377,5.41258303803349,4.1435484136304552,81.220361623112808,0.005161290207216819,0.10116977412234181,1425.4193548387098,14.096774193548388,0.98895627772245864,6.1290322580645169,0.42998099031411241,308.0,21.607676292206026,1097.1935483870968,76.973386439757391
3372868164,1933.0999999999995,6861.6499999999987,4.7070000410079968,0.62949999719858118,13.373698570518277,0.15299999844282861,3.250477950071653,3.9099999666213989,83.0677699714674,0.010999999754130846,0.23369449029737449,1418.7000000000003,9.15,0.64495665045464146,4.1,0.28899696905617811,327.9,23.112708817931903,1077.5500000000002,75.953337562557266
4020332650,2385.8064516129034,2267.2258064516122,1.6261290389323431,0.14225806103598679,8.7482639833667957,0.12967741681683448,7.9746080238488295,1.3083870819499419,80.4602249037371,0.0054838709653385219,0.33723467412764679,1324.7419354838707,5.193548387096774,0.39204227238415279,5.354838709677419,0.40421749823459235,76.93548387096773,5.8075827306596537,1237.2580645161288,93.396157498721593
4057192912,1973.75,3838.0,2.86250001192093,0.052499998360872241,1.8340610704710953,0.064999997615814251,2.2707422653317257,2.6875000000000004,93.886462491104311,0.0,0.0,1322.5,0.75,0.056710775047258973,1.5,0.11342155009451795,103.0,7.7882797731569005,1217.25,92.041587901701334
4445114986,2186.1935483870966,4796.5483870967746,3.2458064402303384,0.52322581097964316,16.120055850974051,0.0754838703019965,2.3255813829933678,2.644838709985057,81.484794570725114,0.0,0.0,1047.3548387096776,6.612903225806452,0.63139090797092512,1.7419354838709677,0.1663176050264876,209.09677419354841,19.964272514475791,829.90322580645159,79.238018972526774
4558609924,2033.258064516129,7685.1290322580644,5.0806451766721672,0.54935483898847282,10.812698385449963,0.68225806615045026,13.428571420083516,3.8477419460973428,75.733333312947892,0.0,0.0,1402.677419354839,10.38709677419355,0.74051928339810957,13.709677419354836,0.97739346411241135,284.96774193548384,20.315985557574219,1093.6129032258066,77.966101694915253
5553957443,1875.6774193548385,8612.58064516129,5.6396774495801605,1.4641935488870066,25.9623633084904,0.66903226317897968,11.862952609617507,3.5045160958843833,62.1403640051307,0.0,0.0,910.96774193548367,23.419354838709676,2.570821529745043,13.000000000000002,1.4270538243626067,206.1935483870968,22.634560906515588,668.35483870967721,73.367563739376763
6117666160,2261.1428571428569,7046.7142857142844,5.342142914022717,0.12821428477764124,2.4000534399985547,0.083928572280066324,1.571065649699491,4.8432142989976059,90.660515395133629,0.0,0.0,1088.25,1.5714285714285716,0.14439959305569233,2.0357142857142851,0.18706310918578314,288.35714285714289,26.49732532571954,796.28571428571422,73.171211972038989
6290855005,2599.6206896551716,5649.5517241379312,4.2724138046133096,0.085517242037016911,2.0016142150059588,0.12827586305552516,3.0024213225089333,4.0486207090575128,94.761904960747316,0.0086206894624849852,0.2017756204508199,1427.0344827586207,2.7586206896551726,0.1933114247052001,3.7931034482758617,0.2658032089696501,227.448275862069,15.938526966943749,1193.0344827586207,83.6023583993814
8053475328,2945.8064516129039,14763.290322580646,11.475161198646791,8.5148387416716567,74.202345346362279,0.42387096475689617,3.6938127266297678,2.5338709546673694,22.081353898245684,0.0,0.0,1393.7096774193549,85.161290322580626,6.110403888438837,9.5806451612903238,0.68742043744936943,150.96774193548387,10.832079620414303,1148.0,82.37009605369748
8378563200,3436.5806451612907,8717.709677419356,6.9135484618525309,2.5035484019787071,36.212205870729733,0.51903225481510151,7.5074653440126955,3.8893548211743765,56.256998018239081,0.0,0.0,941.1612903225805,58.6774193548387,6.234576364134905,10.25806451612903,1.0899369344666849,156.09677419354836,16.585549766931724,716.12903225806463,76.0899369344667
8877689391,3420.2580645161288,16040.032258064515,13.212903138129944,6.6374193623421611,50.234375390127717,0.33774193484456283,2.5561523558732779,6.188709674342987,46.838379193771118,0.0051612903273874754,0.039062500295585806,1423.5806451612905,66.064516129032256,4.6407287394348637,9.935483870967742,0.69792209557907137,234.70967741935488,16.487276517640662,1112.8709677419354,78.174072647345383
1503960366,1816.4193548387095,12116.741935483873,7.8096773855147843,2.8583871126174931,36.60057863490195,0.794193540369311,10.169351449041461,4.1529032414959328,53.176373830737809,0.0,0.0,1125.9677419354841,38.709677419354826,3.4379028792436594,19.161290322580644,1.701761925225612,219.93548387096774,19.533018192236064,848.16129032258061,75.327317003294638
